45.19170914,-7.776779327
43.59321903,-7.602182667
42.02275797,-7.444920614
40.47572914,-7.302408792
38.94859815,-7.172637727
37.43858027,-7.054009626
35.94343715,-6.945230857
34.46133924,-6.845238269
32.99076896,-6.753147102
31.53045098,-6.668213154
30.07930069,-6.589804716
28.63638539,-6.517381321
27.20089452,-6.450477451
25.7721167,-6.388689782
24.34942164,-6.331667182
22.93224586,-6.279102695
21.474298,4.509424183
20.06975331,4.478214281
18.66930787,4.449667433
17.27257433,4.423646242
15.87919263,4.400029826
14.48882577,4.378711956
13.10115648,4.359599501
11.71588422,4.342611132
10.3327227,4.327676227
8.95139776,4.314733976
7.571645391,4.303732625
6.193210088,4.294628862
4.815843293,4.287387306
3.439301979,4.281980113
2.063347339,4.27838666
0.68774353,4.276593321
-0.689191692,-5.898025335
-2.067692451,-5.900599432
-3.446545945,-5.905756811
-4.825989306,-5.913515936
-6.206262661,-5.923904741
-7.587610399,-5.936960928
-8.970282504,-5.952732364
-10.35453599,-5.971277607
-11.74063644,-5.99266656
-13.12885976,-6.016981269
-14.51949409,-6.044316904
-15.912842,-6.074782921
-17.30922304,-6.108504476
-18.70897671,-6.145624105
-20.11246594,-6.186303737
-21.52008127,-6.230727114
-22.88336138,4.543453309
-24.2974011,4.58047933
-25.71692026,4.620704688
-27.14247647,4.664360658
-28.57469304,4.711712316
-30.01427303,4.763064708
-31.46201696,4.818770599
-32.91884528,4.879240259
-34.38582753,4.944954039
-35.86422024,5.016478684
-37.35551723,5.094488913
-38.86151764,5.179796407
-40.38441991,5.273389713
-41.9269554,5.376490489
-43.49258482,5.490635417
-45.08579958,5.617800067
