45.191000,-7.777000
43.593000,-7.606000
42.022000,-7.453000
40.475000,-7.314000
38.948000,-7.207000
37.438000,-7.092000
35.943000,-6.987000
34.461000,-6.891000
32.990000,-6.822000
31.530000,-6.741000
30.079000,-6.666000
28.636000,-6.597000
27.200000,-6.553000
25.772000,-6.495000
24.349000,-6.442000
22.932000,-6.393000
21.474000,4.371000
20.069000,4.336000
18.669000,4.304000
17.272000,4.275000
15.879000,4.228000
14.488000,4.203000
13.101000,4.180000
11.715000,4.159000
10.332000,4.121000
8.951000,4.105000
7.571000,4.090000
6.193000,4.077000
4.815000,4.047000
3.439000,4.038000
2.063000,4.030000
0.687000,4.025000
-0.689000,-6.172000
-2.067000,-6.178000
-3.446000,-6.187000
-4.825000,-6.198000
-6.206000,-6.232000
-7.587000,-6.249000
-8.970000,-6.268000
-10.354000,-6.290000
-11.740000,-6.335000
-13.128000,-6.363000
-14.519000,-6.394000
-15.912000,-6.428000
-17.309000,-6.485000
-18.708000,-6.526000
-20.112000,-6.570000
-21.520000,-6.618000
-22.883000,4.132000
-24.297000,4.165000
-25.716000,4.202000
-27.142000,4.242000
-28.574000,4.266000
-30.014000,4.313000
-31.462000,4.366000
-32.918000,4.422000
-34.385000,4.465000
-35.864000,4.533000
-37.355000,4.607000
-38.861000,4.689000
-40.384000,4.759000
-41.926000,4.858000
-43.492000,4.969000
-45.085000,5.093000
